clean_text,Sentiment
genuineread,1
goodread,1
nice qualityread,1
goodread,1
goodread,1
goodread,1
superread,1
shuttle cork separated hoursread,0
best loved itread,1
good productread,1
originalread,1
excellent original product superb durableread,1
good pricingread,1
perfect quality perfect paking perfect delivery time expectedread,1
best beginnersread,1
worst qualityread,0
quality good last long like one bought locally brand modelread,0
vary nice productread,1
good shuttleread,1
nice product read,1
regular customer perfect alwaysread,1
good qualityread,1
badread,1
nice oneread,1
really originalread,1
product goodread,0
bad itemread,0
good impressedread,0
goodread,1
good quality time durableread,0
awesome read,1
best product worth moneyread,1
excellentread,1
nice productread,1
niceread,1
bad life tore easilyread,0
goodread,0
superread,1
good productread,1
mavis masivread,1
nice read,1
superbread,1
goodread,1
worth every pennyread,1
goodread,1
price toooo highread,1
original product ive playing yr defect found yetread,1
goodread,1
niceread,1
original productworth moneyread,1
bad productread,0
nice product delivered timeread,1
niceread,1
bad shuttlebroken fastread,0
nice helpful delay practice read,1
nice oneread,1
good itread,1
good enoughread,1
niceread,1
good product seller cooperation wonderful read,1
goodread,1
doesnt stay slow day game writes slow doesnt stand chanceread,1
bad product bottom side quality badfake product didnt expect yonex flipkartread,0
excellent productread,1
original good qualityread,1
superbread,1
nice productread,1
superread,1
yonex std quality alwaysread,1
good nice quality read,1
excellentread,1
nice productread,1
outstanding shuttle osmm experience playingread,1
worst product shuttle break corkread,0
even better cork stronger hence durable shuttle better detaches easily cork less durableread,1
time keep upread,1
excellentread,1
goodread,1
niceread,1
thanks lot quick delivery nice experienceread,1
niceread,1
really niceread,1
box one box good base coming one game min gameit happens shuttle se boxread,0
goodread,1
awesomeread,1
quality rate good else required thatread,1
awesome productsbut problem priceread,1
good product price highread,1
fineread,1
time quality best read,1
perfectread,1
goodread,1
product vey much bad price dosnt match quality bad productread,0
good product using mavis compare shuttle weakplaying arround min upper material got damagedread,1
good shuttleread,1
quality goodread,0
super hitread,1
got bad quality one read,1
greatread,1
good productread,1
niceread,1
nycread,0
game new shuttle shuttle swinging irregularlyread,1
worst quality shuttle shaking playing bad qualityread,0
best market durability lessread,1
worst recent timeswe played new ball todaytwo ball bottom tape gone within hoursi attach imagethe last two delivery worstwe intermediate player playing doublesa single ball stand atleast two day last two delivery whole ball damaged within daysread,0
good qualityread,1
quality product good speed highread,1
niceread,1
good productread,1
shuttle bottom got broken waste moneyread,0
niceread,1
good product value moneyread,1
good per priceread,0
niceread,1
good long lastingread,1
worst productit last two day corkread,0
badread,0
got defective got replaced good playread,1
poor quality byingread,0
goodread,1
best read,1
worst qualityread,0
nice shuttle beginner intermediate player good practiceread,1
product goodread,0
good qualityread,1
bestread,1
quality bad didnt lasted even monthread,0
nice productread,1
quality poorread,0
good productread,1
bad productread,0
much costlier winter seasonread,1
amazing shuttlesread,1
goodread,1
niceread,1
awesome price highread,1
costlyhardly last dayread,1
excellentread,1
badshuttle broke gameread,0
goodread,1
good shuttlecockread,1
wonderful jobread,1
good productread,1
good productread,1
good read,1
dont buy worst purchase ever cant play one game shuttleread,0
shuttlecock nice long durability value moneyread,1
goodread,1
best shuttle indoor gamesread,1
quality poorread,0
goodread,1
good product without confusionread,1
good qualityread,1
quality product badread,0
bad qualityread,1
wonderful product read,1
goodread,1
good productread,1
nice product fast deliveryread,1
bad quality shuttle torn mesh within gamesread,0
originalread,1
genuine product performed expectedread,1
full mostiread,1
nice oneread,1
superread,1
received original product awesomeread,1
goodread,1
goodread,1
originalread,1
base shuttle low qualityread,0
quality goodread,0
bad colourread,0
good qualityread,1
expected yonex sale default shuttlesread,0
orginal item goodread,1
good product one shuttle play minimum ten gsmesread,1
bestread,1
really bad experience poor quality dont go itread,0
super shuttleread,1
awesomeread,1
supportread,1
best shuttleread,1
bad quality high price acceptable range read,1
perfectread,1
nice productread,1
good productread,1
shuttle bad breaking easily gamesread,0
quality product purchased online poor compared offline storesread,0
cork slowread,1
durableread,1
long last nylon shuttleread,1
goodread,1
good read,1
excellentread,1
genuine product used one luckilyread,1
goodread,1
good jobread,1
bad qualityread,1
niceread,1
goodread,1
thanks delivery timeread,1
goodread,1
goodread,1
niceread,1
niceread,1
great stuffread,1
nice tqread,1
long lastingread,1
good product price highread,1
excellentread,1
niceread,1
goodread,1
niceread,1
niceread,1
original yonex shuttle decent price compared market durability much would hardly last match max flight path predictable good option durable comparison feather shuttleread,1
mind blowingread,1
didnt last long normaly one shuttle good day one work day every time shuttle got destroyed always got broke part onlyread,1
goodread,1
good one like itread,1
nice productsread,1
got original productread,1
little slow normal shuttleread,1
well brandread,1
nice productread,1
fourth order recieved rupee shuttlesread,1
goodread,1
good qualityread,1
good productread,1
good productread,1
got broken soonread,0
good quality read,1
good quality delivered time read,1
good productread,1
unlike earlier purchase even lasting day read,0
low quality dont buy onlineread,0
look genuine great qualityread,1
good productread,1
quality poorread,0
goodread,0
superbread,1
goodread,1
good product delivery lateread,1
original product buy hesitationread,1
nice good quality servicethanks flipkart teamread,1
super read,1
goodread,1
fineread,1
goodread,1
bad product waste moneydont buy productread,0
nice product delivered day super super super read,1
superread,1
good slow moveread,1
superread,1
good boyread,1
niceread,1
good qualityread,1
original product liked itread,1
durability poor compare beforeread,1
goodread,1
easy playread,1
niceread,1
good product original yonexread,1
goodread,1
usual good one yonexread,1
bestread,1
nice shuttle reasonable price flight doesnt alter much even game far better purchased local storesread,1
excellentread,1
best shuttle practiceread,1
marvellous productread,1
good oneread,1
quality goodread,0
superread,1
goodread,1
goodread,1
awesome product read,1
niceread,1
poor qualityread,0
product quantity badread,0
goodread,1
nice productread,1
goodread,1
niceread,1
bestread,1
goodread,0
good ququalityread,0
superread,1
genuine product thank flipkartread,1
im intermediate player shuttle easily last game without problem used casual outdoor gamesread,1
bestread,1
badread,1
great seller replacement delivery daysread,1
good qualityread,1
nice qualityread,1
goodread,1
instead mavis got mavis ithat product also duplicate quite frustrated please dont buy productread,0
averageread,0
best qualityread,1
niceread,1
